date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,source_split,timestamp,hour,dayofweek,co2_rolling_mean_10,light_rolling_mean_10,co2_delta
2015-02-02 14:49:00,23.6,27.525,520.5,979.25,0.0049629824321816,1,test1,2015-02-02 14:49:00,14,0,948.6183333333335,510.9150000000001,13.91666666666697
2015-02-02 14:50:00,23.6,27.6,505.285714285714,978.428571428571,0.0049766137433226,1,test1,2015-02-02 14:50:00,14,0,954.6611904761905,515.0435714285715,-0.8214285714290099
2015-02-02 14:51:00,23.6,27.6,488.333333333333,983.0,0.0049766137433226,1,test1,2015-02-02 14:51:00,14,0,960.4411904761904,514.0369047619048,4.57142857142901
2015-02-02 14:51:59,23.6,27.54,512.0,992.6,0.0049657086469915,1,test1,2015-02-02 14:51:59,14,0,966.7611904761904,512.2169047619047,9.600000000000023
2015-02-02 14:53:00,23.6,27.6,511.0,997.2,0.0049766137433226,1,test1,2015-02-02 14:53:00,14,0,972.8411904761904,509.95690476190475,4.600000000000023
2015-02-02 14:54:00,23.6166666666667,27.6333333333333,501.5,999.5,0.0049877184213918,1,test1,2015-02-02 14:54:00,14,0,977.7911904761904,507.6819047619048,2.2999999999999545
2015-02-02 14:55:00,23.6666666666667,27.7,503.666666666667,1001.0,0.0050150508609538,1,test1,2015-02-02 14:55:00,14,0,981.7911904761904,508.1819047619048,1.5
2015-02-02 14:55:59,23.6,27.7,483.166666666667,1009.5,0.0049947897469088,1,test1,2015-02-02 14:55:59,14,0,986.4411904761904,504.86523809523817,8.5
2015-02-02 14:57:00,23.6,27.7225,483.5,1019.0,0.0049988794929492,1,test1,2015-02-02 14:57:00,14,0,992.4811904761904,503.0952380952381,9.5
2015-02-02 14:57:59,23.6,27.79,473.0,1021.0,0.0050111490511946,1,test1,2015-02-02 14:57:59,14,0,998.047857142857,498.1952380952381,2.0
2015-02-02 14:58:59,23.6,27.8566666666667,470.333333333333,1024.66666666667,0.0050232676047643,1,test1,2015-02-02 14:58:59,14,0,1002.5895238095239,493.1785714285714,3.6666666666699257
2015-02-02 15:00:00,23.6,27.8042857142857,480.142857142857,1030.42857142857,0.0050137458446678,1,test1,2015-02-02 15:00:00,15,0,1007.789523809524,490.6642857142857,5.761904761900041
2015-02-02 15:01:00,23.575,27.79,464.0,1026.25,0.0050035447484533,1,test1,2015-02-02 15:01:00,15,0,1012.1145238095239,488.2309523809524,-4.178571428569967
2015-02-02 15:02:00,23.54,27.81,474.4,1028.0,0.0049965380106032,1,test1,2015-02-02 15:02:00,15,0,1015.6545238095239,484.47095238095244,1.75
2015-02-02 15:03:00,23.6,27.978,470.0,1034.8,0.0050453245744206,1,test1,2015-02-02 15:03:00,15,0,1019.414523809524,480.3709523809524,6.7999999999999545
2015-02-02 15:04:00,23.525,28.0,454.0,1055.5,0.0050263667581946,1,test1,2015-02-02 15:04:00,15,0,1025.014523809524,475.6209523809524,20.700000000000045
2015-02-02 15:04:59,23.5,27.978,454.0,1055.25,0.0050147597241768,1,test1,2015-02-02 15:04:59,15,0,1030.439523809524,470.65428571428566,-0.25
2015-02-02 15:06:00,23.5,28.0,454.0,1050.0,0.0050187348078695,1,test1,2015-02-02 15:06:00,15,0,1034.489523809524,467.73761904761903,-5.25
2015-02-02 15:07:00,23.5,28.0,454.0,1051.25,0.0050187348078695,1,test1,2015-02-02 15:07:00,15,0,1037.714523809524,464.78761904761905,1.25
2015-02-02 15:08:00,23.5,28.0,445.0,1053.6,0.0050187348078695,1,test1,2015-02-02 15:08:00,15,0,1040.974523809524,461.98761904761903,2.349999999999909
2015-02-02 15:08:59,23.5,28.0,439.0,1055.5,0.0050187348078695,1,test1,2015-02-02 15:08:59,15,0,1044.057857142857,458.85428571428565,1.900000000000091
2015-02-02 15:10:00,23.5,28.025,444.25,1055.0,0.0050232520096096,1,test1,2015-02-02 15:10:00,15,0,1046.5149999999999,455.265,-0.5
2015-02-02 15:10:59,23.445,28.125,454.75,1059.5,0.0050244911474795,1,test1,2015-02-02 15:10:59,15,0,1049.84,454.34,4.5
2015-02-02 15:11:59,23.39,28.18,455.8,1060.0,0.0050175822743852,1,test1,2015-02-02 15:11:59,15,0,1053.04,452.48,0.5
2015-02-02 15:13:00,23.39,28.2,451.6,1073.6,0.0050211721163507,1,test1,2015-02-02 15:13:00,15,0,1056.92,450.64,13.599999999999909
2015-02-02 15:14:00,23.39,28.2,451.6,1078.6,0.0050211721163507,1,test1,2015-02-02 15:14:00,15,0,1059.23,450.4,5.0
2015-02-02 15:15:00,23.39,28.2,454.75,1081.0,0.0050211721163507,1,test1,2015-02-02 15:15:00,15,0,1061.805,450.475,2.400000000000091
2015-02-02 15:16:00,23.39,28.2225,454.75,1082.0,0.0050252107376962,1,test1,2015-02-02 15:16:00,15,0,1065.005,450.55,1.0
2015-02-02 15:16:59,23.39,28.3733333333333,457.5,1088.83333333333,0.0050522858020048,1,test1,2015-02-02 15:16:59,15,0,1068.763333333333,450.9,6.833333333330074
2015-02-02 15:17:59,23.37,28.39,464.0,1090.6,0.0050491295423263,1,test1,2015-02-02 15:17:59,15,0,1072.463333333333,452.8,1.7666666666698347
2015-02-02 15:19:00,23.39,28.3233333333333,464.0,1086.0,0.0050433103834894,1,test1,2015-02-02 15:19:00,15,0,1075.5133333333329,455.3,-4.599999999999909
2015-02-02 15:20:00,23.3733333333333,28.445,464.0,1092.5,0.0050600170343187,1,test1,2015-02-02 15:20:00,15,0,1079.2633333333329,457.275,6.5
2015-02-02 15:21:00,23.39,28.5,471.5,1103.75,0.0050750246789281,1,test1,2015-02-02 15:21:00,15,0,1083.688333333333,458.95,11.25
2015-02-02 15:22:00,23.3233333333333,28.5,475.666666666667,1104.5,0.0050544759894773,1,test1,2015-02-02 15:22:00,15,0,1088.1383333333329,460.93666666666667,0.75
2015-02-02 15:23:00,23.365,28.5,471.5,1103.5,0.0050673102981129,1,test1,2015-02-02 15:23:00,15,0,1091.1283333333329,462.92666666666673,-1.0
2015-02-02 15:23:59,23.29,28.5,467.75,1112.0,0.005044229203962,1,test1,2015-02-02 15:23:59,15,0,1094.4683333333328,464.5416666666667,8.5
2015-02-02 15:24:59,23.3066666666667,28.5333333333333,466.5,1105.66666666667,0.0050553039743009,1,test1,2015-02-02 15:24:59,15,0,1096.935,465.7166666666667,-6.333333333330074
2015-02-02 15:26:00,23.29,28.7,464.0,1104.0,0.0050799164023321,1,test1,2015-02-02 15:26:00,15,0,1099.1349999999998,466.6416666666667,-1.6666666666699257
2015-02-02 15:27:00,23.29,28.7,467.0,1117.2,0.0050799164023321,1,test1,2015-02-02 15:27:00,15,0,1101.971666666667,467.5916666666667,13.200000000000045
2015-02-02 15:28:00,23.29,28.675,467.75,1121.25,0.0050754552803882,1,test1,2015-02-02 15:28:00,15,0,1105.036666666667,467.9666666666667,4.0499999999999545
2015-02-02 15:29:00,23.29,28.6166666666667,466.5,1115.66666666667,0.0050650462426913,1,test1,2015-02-02 15:29:00,15,0,1108.003333333334,468.2166666666667,-5.583333333330074
2015-02-02 15:29:59,23.29,28.66,459.0,1120.0,0.0050727786376892,1,test1,2015-02-02 15:29:59,15,0,1110.753333333334,467.7166666666667,4.333333333330074
2015-02-02 15:30:59,23.29,28.55,464.0,1123.75,0.0050531506227436,1,test1,2015-02-02 15:30:59,15,0,1112.753333333334,466.9666666666667,3.75
2015-02-02 15:32:00,23.29,28.6,470.0,1116.0,0.0050620722953919,1,test1,2015-02-02 15:32:00,15,0,1113.903333333334,466.4,-7.75
2015-02-02 15:33:00,23.272,28.6,464.0,1126.8,0.0050565269530437,1,test1,2015-02-02 15:33:00,15,0,1116.233333333334,465.65,10.799999999999955
2015-02-02 15:34:00,23.2,28.4175,464.0,1112.75,0.0050020157084315,1,test1,2015-02-02 15:34:00,15,0,1116.3083333333338,465.275,-14.049999999999955
2015-02-02 15:35:00,23.23,28.5,449.0,1104.5,0.0050258311747689,1,test1,2015-02-02 15:35:00,15,0,1116.191666666667,463.525,-8.25
2015-02-02 15:36:00,23.29,28.5,464.0,1108.0,0.005044229203962,1,test1,2015-02-02 15:36:00,15,0,1116.5916666666672,463.525,3.5
2015-02-02 15:36:59,23.215,28.6333333333333,462.333333333333,1127.83333333333,0.005044922648211,1,test1,2015-02-02 15:36:59,15,0,1117.655,463.0583333333333,19.833333333330074
2015-02-02 15:38:00,23.2,28.6,469.0,1128.75,0.0050343991523748,1,test1,2015-02-02 15:38:00,15,0,1118.405,463.1833333333333,0.9166666666699257
2015-02-02 15:39:00,23.2,28.65,469.0,1124.25,0.0050432719125794,1,test1,2015-02-02 15:39:00,15,0,1119.2633333333329,463.4333333333333,-4.5
2015-02-02 15:40:00,23.2,28.62,469.0,1130.4,0.0050379482263243,1,test1,2015-02-02 15:40:00,15,0,1120.303333333333,464.4333333333333,6.150000000000091
2015-02-02 15:40:59,23.2,28.7,464.0,1138.0,0.0050521449238929,1,test1,2015-02-02 15:40:59,15,0,1121.728333333333,464.4333333333333,7.599999999999909
2015-02-02 15:42:00,23.2,28.7,456.5,1144.0,0.0050521449238929,1,test1,2015-02-02 15:42:00,15,0,1124.5283333333332,463.0833333333333,6.0
2015-02-02 15:42:59,23.2,28.718,457.0,1140.0,0.0050553392694394,1,test1,2015-02-02 15:42:59,15,0,1125.848333333333,462.3833333333333,-4.0
2015-02-02 15:43:59,23.2,28.79,450.25,1139.25,0.005068116977086,1,test1,2015-02-02 15:43:59,15,0,1128.498333333333,461.0083333333333,-0.75
2015-02-02 15:45:00,23.2,28.79,446.0,1167.33333333333,0.005068116977086,1,test1,2015-02-02 15:45:00,15,0,1134.7816666666658,460.7083333333333,28.083333333330074
2015-02-02 15:46:00,23.14,28.79,451.6,1159.6,0.0050496184097586,1,test1,2015-02-02 15:46:00,15,0,1139.941666666666,459.46833333333336,-7.733333333330165
2015-02-02 15:47:00,23.15,28.89,454.75,1157.75,0.0050703906066678,1,test1,2015-02-02 15:47:00,15,0,1142.933333333333,458.71000000000004,-1.849999999999909
2015-02-02 15:48:00,23.15,28.89,448.0,1159.5,0.0050703906066678,1,test1,2015-02-02 15:48:00,15,0,1146.008333333333,456.61,1.75
2015-02-02 15:49:00,23.18,28.83,444.0,1156.4,0.0050690343893298,1,test1,2015-02-02 15:49:00,15,0,1149.223333333333,454.11,-3.099999999999909
2015-02-02 15:49:59,23.1166666666667,28.945,444.0,1160.0,0.0050698094671644,1,test1,2015-02-02 15:49:59,15,0,1152.183333333333,451.61,3.599999999999909
2015-02-02 15:51:00,23.14,28.956,444.0,1169.8,0.005078971703222,1,test1,2015-02-02 15:51:00,15,0,1155.363333333333,449.61,9.799999999999955
2015-02-02 15:52:00,23.1,29.0,444.0,1176.16666666667,0.0050743621264266,1,test1,2015-02-02 15:52:00,15,0,1158.58,448.36,6.366666666669971
2015-02-02 15:53:00,23.1,29.075,444.0,1175.25,0.0050875928180122,1,test1,2015-02-02 15:53:00,15,0,1162.105,447.06000000000006,-0.9166666666699257
2015-02-02 15:53:59,23.1,28.918,444.0,1166.6,0.0050598972091709,1,test1,2015-02-02 15:53:59,15,0,1164.84,446.43500000000006,-8.650000000000091
2015-02-02 15:55:00,23.1,27.925,444.0,1140.25,0.0048847835460129,1,test1,2015-02-02 15:55:00,15,0,1162.131666666667,446.235,-26.34999999999991
2015-02-02 15:55:59,23.06,27.772,444.0,1089.2,0.0048459789069634,1,test1,2015-02-02 15:55:59,15,0,1155.091666666667,445.475,-51.049999999999955
2015-02-02 15:56:59,23.02,27.556,435.0,1042.6,0.0047962839959834,1,test1,2015-02-02 15:56:59,15,0,1143.576666666667,443.5,-46.600000000000136
2015-02-02 15:58:00,23.01,27.8188333333333,432.0,1051.1,0.0048394350981285,1,test1,2015-02-02 15:58:00,15,0,1132.7366666666671,441.9,8.5
2015-02-02 15:59:00,23.0,28.0816666666667,429.0,1059.6,0.0048825379151409,1,test1,2015-02-02 15:59:00,15,0,1123.056666666667,440.4,8.5
2015-02-02 16:00:00,23.0,27.956,429.0,1064.6,0.0048605176079969,1,test1,2015-02-02 16:00:00,16,0,1113.5166666666669,438.9,5.0
2015-02-02 16:01:00,22.9816666666667,27.9083333333333,429.0,1061.66666666667,0.0048467414948576,1,test1,2015-02-02 16:01:00,16,0,1102.703333333334,437.4,-2.9333333333299834
2015-02-02 16:01:59,23.0,27.9266666666667,429.0,1058.33333333333,0.004855377812048,1,test1,2015-02-02 16:01:59,16,0,1090.9199999999998,435.9,-3.3333333333398514
2015-02-02 16:02:59,23.0,28.018,429.0,1061.6,0.0048713815449675,1,test1,2015-02-02 16:02:59,16,0,1079.5549999999998,434.4,3.2666666666698347
2015-02-02 16:04:00,22.9816666666667,28.0666666666667,429.0,1070.33333333333,0.0048744541729969,1,test1,2015-02-02 16:04:00,16,0,1069.9283333333328,432.9,8.733333333330165
2015-02-02 16:05:00,22.945,28.1,429.0,1074.0,0.0048693812467042,1,test1,2015-02-02 16:05:00,16,0,1063.3033333333328,431.4,3.6666666666699257
2015-02-02 16:06:00,23.0,28.1,429.0,1086.25,0.0048857505561061,1,test1,2015-02-02 16:06:00,16,0,1063.008333333333,429.9,12.25
2015-02-02 16:07:00,22.956,28.2,429.0,1089.6,0.0048901279569683,1,test1,2015-02-02 16:07:00,16,0,1067.708333333333,429.3,3.349999999999909
2015-02-02 16:08:00,22.9725,28.1,429.0,1085.0,0.0048775598425921,1,test1,2015-02-02 16:08:00,16,0,1071.098333333333,429.0,-4.599999999999909
2015-02-02 16:08:59,22.945,28.1333333333333,429.0,1085.0,0.004875202773628,1,test1,2015-02-02 16:08:59,16,0,1073.6383333333329,429.0,0.0
2015-02-02 16:09:59,23.0,28.2,429.0,1088.0,0.0049032746319414,1,test1,2015-02-02 16:09:59,16,0,1075.978333333333,429.0,3.0
2015-02-02 16:11:00,22.945,28.2,429.0,1091.75,0.0048868461518572,1,test1,2015-02-02 16:11:00,16,0,1078.9866666666662,429.0,3.75
2015-02-02 16:12:00,23.0,28.1333333333333,429.0,1091.33333333333,0.0048915918058596,1,test1,2015-02-02 16:12:00,16,0,1082.2866666666662,429.0,-0.4166666666699257
2015-02-02 16:13:00,22.912,28.1,429.0,1088.2,0.0048595829050556,1,test1,2015-02-02 16:13:00,16,0,1084.946666666666,429.0,-3.133333333330029
2015-02-02 16:14:00,22.89,28.1,429.0,1087.5,0.0048530603457478,1,test1,2015-02-02 16:14:00,16,0,1086.663333333333,429.0,-0.7000000000000455
2015-02-02 16:14:59,22.89,27.956,432.0,1079.2,0.0048279975297729,1,test1,2015-02-02 16:14:59,16,0,1087.183333333333,429.3,-8.299999999999955
2015-02-02 16:15:59,22.865,27.84,432.75,1077.25,0.0048004764264941,1,test1,2015-02-02 16:15:59,16,0,1086.283333333333,429.675,-1.9500000000000455
2015-02-02 16:17:00,22.8733333333333,27.6833333333333,439.0,1064.16666666667,0.0047756842425233,1,test1,2015-02-02 16:17:00,16,0,1083.74,430.675,-13.083333333330074
2015-02-02 16:18:00,22.8733333333333,27.6,429.0,1056.4,0.0047611982687734,1,test1,2015-02-02 16:18:00,16,0,1080.8799999999999,430.675,-7.766666666669835
2015-02-02 16:19:00,22.89,27.6,432.75,1043.6,0.0047660452801114,1,test1,2015-02-02 16:19:00,16,0,1076.74,431.05,-12.800000000000182
2015-02-02 16:20:00,22.815,27.445,432.75,1039.5,0.0047174223493656,1,test1,2015-02-02 16:20:00,16,0,1071.8899999999999,431.425,-4.099999999999909
2015-02-02 16:21:00,22.84,27.3733333333333,436.5,1028.66666666667,0.004712199539953,1,test1,2015-02-02 16:21:00,16,0,1065.581666666667,432.175,-10.833333333330074
2015-02-02 16:21:59,22.79,27.365,438.0,1020.4,0.0046963904496108,1,test1,2015-02-02 16:21:59,16,0,1058.488333333334,433.075,-8.266666666669948
2015-02-02 16:23:00,22.79,27.2,444.0,1018.0,0.0046678605840467,1,test1,2015-02-02 16:23:00,16,0,1051.468333333334,434.575,-2.3999999999999773
2015-02-02 16:24:00,22.79,27.1714285714286,435.428571428571,1015.14285714286,0.0046629206114276,1,test1,2015-02-02 16:24:00,16,0,1044.2326190476201,435.21785714285716,-2.8571428571400475
2015-02-02 16:25:00,22.79,27.0666666666667,434.0,1006.33333333333,0.0046448080448021,1,test1,2015-02-02 16:25:00,16,0,1036.945952380953,435.41785714285714,-8.809523809529992
2015-02-02 16:25:59,22.79,27.02,432.0,1002.6,0.0046367400567453,1,test1,2015-02-02 16:25:59,16,0,1029.480952380953,435.34285714285716,-3.733333333329938
2015-02-02 16:27:00,22.772,26.934,438.0,993.2,0.0046167934930926,1,test1,2015-02-02 16:27:00,16,0,1022.384285714286,435.24285714285713,-9.399999999999977
2015-02-02 16:27:59,22.76,26.8233333333333,439.0,983.333333333333,0.0045943146206481,1,test1,2015-02-02 16:27:59,16,0,1015.0776190476194,436.24285714285713,-9.866666666667015
2015-02-02 16:28:59,22.7,26.754,432.0,976.2,0.0045655827670159,1,test1,2015-02-02 16:28:59,16,0,1008.3376190476192,436.16785714285714,-7.133333333332985
2015-02-02 16:30:00,22.7225,26.7,432.75,980.75,0.0045625692636427,1,test1,2015-02-02 16:30:00,16,0,1002.4626190476192,436.16785714285714,4.5499999999999545
2015-02-02 16:31:00,22.7,26.6833333333333,434.0,971.333333333333,0.0045534351851525,1,test1,2015-02-02 16:31:00,16,0,996.7292857142857,435.91785714285714,-9.41666666666697
2015-02-02 16:32:00,22.7,26.5333333333333,444.0,966.666666666667,0.0045276517846181,1,test1,2015-02-02 16:32:00,16,0,991.3559523809523,436.51785714285717,-4.66666666666606
2015-02-02 16:33:00,22.7,26.4633333333333,444.0,963.0,0.0045156202572285,1,test1,2015-02-02 16:33:00,16,0,985.8559523809523,436.51785714285717,-3.66666666666697
2015-02-02 16:34:00,22.7,26.445,441.5,952.333333333333,0.0045124692192727,1,test1,2015-02-02 16:34:00,16,0,979.5749999999996,437.125,-10.66666666666697
2015-02-02 16:34:59,22.7,26.34,444.0,948.0,0.0044944229761162,1,test1,2015-02-02 16:34:59,16,0,973.7416666666666,438.125,-4.33333333333303
2015-02-02 16:36:00,22.7,26.26,444.0,945.0,0.004480674155299,1,test1,2015-02-02 16:36:00,16,0,967.9816666666666,439.325,-3.0
2015-02-02 16:37:00,22.7,26.2,441.0,941.6,0.0044703629356959,1,test1,2015-02-02 16:37:00,16,0,962.8216666666667,439.625,-3.3999999999999773
2015-02-02 16:38:00,22.7,26.16,438.0,929.8,0.0044634889778606,1,test1,2015-02-02 16:38:00,16,0,957.4683333333332,439.525,-11.800000000000068
2015-02-02 16:38:59,22.7,26.02,441.0,923.8,0.0044394313133292,1,test1,2015-02-02 16:38:59,16,0,952.2283333333332,440.425,-6.0
2015-02-02 16:40:00,22.7,26.1,440.25,919.0,0.0044531783239453,1,test1,2015-02-02 16:40:00,16,0,946.0533333333333,441.175,-4.7999999999999545
2015-02-02 16:40:59,22.7,26.0,439.0,918.25,0.0044359946549457,1,test1,2015-02-02 16:40:59,16,0,940.7449999999999,441.675,-0.75
2015-02-02 16:41:59,22.7,25.934,438.0,919.4,0.0044246539498072,1,test1,2015-02-02 16:41:59,16,0,936.0183333333334,441.075,1.1499999999999773
2015-02-02 16:43:00,22.7,25.9266666666667,439.0,927.333333333333,0.004423393896805,1,test1,2015-02-02 16:43:00,16,0,932.4516666666666,440.575,7.933333333333053
2015-02-02 16:44:00,22.7,25.815,432.75,920.25,0.0044042073523612,1,test1,2015-02-02 16:44:00,16,0,929.2433333333332,439.7,-7.08333333333303
2015-02-02 16:45:00,22.68,25.772,432.0,902.4,0.0043914494315009,1,test1,2015-02-02 16:45:00,16,0,924.6833333333332,438.5,-17.850000000000023
2015-02-02 16:46:00,22.64,25.696,429.0,904.4,0.0043677176082215,1,test1,2015-02-02 16:46:00,16,0,920.6233333333333,437.0,2.0
2015-02-02 16:46:59,22.6,25.575,429.0,897.0,0.0043363901007296,1,test1,2015-02-02 16:46:59,16,0,916.1633333333332,435.8,-7.399999999999977
2015-02-02 16:47:59,22.6666666666667,25.6,429.0,892.0,0.004358383194026,1,test1,2015-02-02 16:47:59,16,0,912.3833333333332,434.9,-5.0
2015-02-02 16:49:00,22.6,25.525,433.5,882.5,0.0043278533215606,1,test1,2015-02-02 16:49:00,16,0,908.2533333333333,434.15,-9.5
2015-02-02 16:50:00,22.62,25.476,436.2,887.2,0.0043247721230379,1,test1,2015-02-02 16:50:00,16,0,905.0733333333334,433.745,4.7000000000000455
2015-02-02 16:51:00,22.625,25.55,442.5,889.25,0.0043387478042347,1,test1,2015-02-02 16:51:00,16,0,902.1733333333334,434.09499999999997,2.0499999999999545
2015-02-02 16:52:00,22.6,25.39,443.4,889.2,0.0043048051801356,1,test1,2015-02-02 16:52:00,16,0,899.1533333333333,434.63500000000005,-0.049999999999954525
2015-02-02 16:53:00,22.65,25.42,438.0,880.75,0.0043231196096785,1,test1,2015-02-02 16:53:00,16,0,894.4950000000001,434.535,-8.450000000000045
2015-02-02 16:53:59,22.6,25.2675,442.5,868.75,0.0042838925937963,1,test1,2015-02-02 16:53:59,16,0,889.345,435.51000000000005,-12.0
2015-02-02 16:54:59,22.6,25.218,439.8,861.0,0.0042754425979387,1,test1,2015-02-02 16:54:59,16,0,885.2049999999999,436.28999999999996,-7.75
2015-02-02 16:56:00,22.6,25.2,439.8,860.6,0.0042723699287058,1,test1,2015-02-02 16:56:00,16,0,880.825,437.37,-0.39999999999997726
2015-02-02 16:57:00,22.6,25.2,435.5,864.0,0.0042723699287058,1,test1,2015-02-02 16:57:00,16,0,877.525,438.02,3.3999999999999773
2015-02-02 16:58:00,22.6,25.15,430.75,859.0,0.0042638348945876,1,test1,2015-02-02 16:58:00,16,0,874.225,438.195,-5.0
2015-02-02 16:59:00,22.6,25.14,440.6,854.4,0.0042621279156802,1,test1,2015-02-02 16:59:00,16,0,871.415,438.90500000000003,-4.600000000000023
2015-02-02 16:59:59,22.6,25.15,428.2,847.4,0.0042638348945876,1,test1,2015-02-02 16:59:59,16,0,867.4350000000001,438.105,-7.0
2015-02-02 17:00:59,22.6,25.04,432.2,837.2,0.0042450586383824,1,test1,2015-02-02 17:00:59,17,0,862.2300000000001,437.075,-10.199999999999932
2015-02-02 17:02:00,22.6,25.05,431.75,834.75,0.0042467655242407,1,test1,2015-02-02 17:02:00,17,0,856.7850000000001,435.91,-2.4500000000000455
2015-02-02 17:03:00,22.6,25.06,429.2,832.4,0.0042484724194037,1,test1,2015-02-02 17:03:00,17,0,851.95,435.03000000000003,-2.3500000000000227
2015-02-02 17:04:00,22.6,25.0,433.0,832.0,0.0042382311879931,1,test1,2015-02-02 17:04:00,17,0,848.275,434.08000000000004,-0.39999999999997726
2015-02-02 17:05:00,22.6,25.0,433.0,836.25,0.0042382311879931,1,test1,2015-02-02 17:05:00,17,0,845.8,433.4,4.25
